Coeffs_Comps,Coeffs_Bks1,Coeffs_Bks2,Coeffs_Disps,Coeffs_Tk,Coeffs_Pp,Coeffs_Vap,Coeffs_Elec,Coeffs_Sale,Coeffs_Purch
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.761978,1.384127,3.225296,37.675000,0.070000,0.567100,0.900900,42.517514,-30.000000,-150.000000
224.940359,1.356494,-27.687682,197.462500,-0.000000,11.570000,2.390000,20544.045312,69730.000000,311150.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
